id,docket_number,company_name,date_issued,year,administration,categories,violation_type,complaint_counts,legal_authority,commissioners,ftc_url,source_filename,num_provisions,num_requirements,order_duration_years,takeaway_brief,statutory_topics,practice_areas,industry_sectors,remedy_types,provision_counts_by_topic
08.16_very_incognito_technologies,C-4580,"Very Incognito Technologies, Inc.",2016-08-15,2016,Obama,Privacy / Deceptive Privacy Practices,deceptive,False APEC CBPR Certification Claim,Section 5(a) of the Federal Trade Commission Act,"Edith Ramirez, Chairwoman; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/162-3034-very-incognito-technologies-matter,"08.16, Very Incognito Technologies.json",6,18,20.0,Vipvape falsely claimed in its privacy policy to participate in the APEC Cross-Border Privacy Rules system without ever obtaining the required certification.,Section 5 Only,Privacy,Retail,Prohibition; Order Administration; Compliance Monitoring; Recordkeeping,"{""Section 5 Only"": 6}"
09.16_labmd,No. 9357,"LabMD, Inc.",2016-09-15,2016,Obama,Data Security,unfair,Unfair Data Security Practices — Section 5 of the FTC Act,,,https://www.ftc.gov/legal-library/browse/cases-proceedings/102-3099-labmd-inc-matter,"09.16, LabMD.json",1,2,,"LabMD allegedly failed to implement reasonable data security practices, resulting in sensitive patient information becoming accessible on a public peer-to-peer file-sharing network.",Section 5 Only,Data Security,Healthcare,Order Administration,"{""Section 5 Only"": 1}"
02.17_vizio_inc._and_vizio_inscape_services,Case 2:17-cv-00758,"VIZIO, Inc.",2017-02-15,2017,Trump (1st),Privacy / Deceptive Privacy Practices; AI / Algorithmic / Facial Recognition,both,Unfair Tracking Without Consumer Consent; Deceptive Omission Regarding Smart Interactivity; Deceptive Representation Regarding Smart Interactivity,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 13(b) of the Federal Trade Commission Act, 15 U.S.C. § 53(b)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/162-3024-vizio-inc-vizio-inscape-services-llc,"02.17, VIZIO, INC. and VIZIO Inscape Services.json",12,45,20.0,VIZIO covertly collected second-by-second television viewing data from millions of consumers by default and sold it to third parties while describing the feature only as providing 'program offers and suggestions.',Section 5 Only,Privacy; Surveillance,Technology,Prohibition; Data Deletion; Third-Party Assessment; Monetary Penalty; Consumer Redress; Order Administration; Compliance Monitoring; Recordkeeping,"{""Section 5 Only"": 12}"
03.17_upromise,C-4351,"Upromise, Inc.",2017-03-15,2017,Trump (1st),Data Security; Privacy / Deceptive Privacy Practices,deceptive,Failure to Clearly and Prominently Disclose Targeting Tool Data Collection and Use; Failure to Obtain Compliant Third-Party Assessments Covering the RewardU Targeting Tool,"Section 5(l) and Section 16(a)(1) of the Federal Trade Commission Act, 15 U.S.C. §§ 45(l) and 56(a)(1)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/102-3116-c-4351-upromise-inc,"03.17, Upromise.json",22,58,20.0,Upromise violated a prior FTC order by burying required data collection disclosures in tiny gray text and obtaining sham compliance assessments that did not actually evaluate its RewardU toolbar.,Section 5 Only,Privacy; Surveillance,Technology; Financial Services,Prohibition; Monetary Penalty; Third-Party Assessment; Data Deletion; Order Administration; Compliance Monitoring; Recordkeeping; Consumer Notification; Comprehensive Security Program,"{""Section 5 Only"": 22}"
04.17_turn,C-4612,Turn Inc.,2017-04-15,2017,Trump (1st),Privacy / Deceptive Privacy Practices,deceptive,Misrepresentations about Deleting Cookies; Misrepresentations About Effectiveness of Opt-Out Mechanism,Federal Trade Commission Act,"Maureen K. Ohlhausen, Acting Chairman; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3099-turn-inc-matter,"04.17, Turn.json",8,24,20.0,"Turn Inc. falsely told consumers that deleting cookies would stop its tracking, while secretly using unkillable Verizon tracking headers to continue surveillance.",Section 5 Only,Privacy,Technology,Prohibition; Consumer Notification; Order Administration; Compliance Monitoring; Recordkeeping,"{""Section 5 Only"": 8}"
09.17_ashley_madison,Case 1:16-cv-02438,Ruby Corp.,2017-09-15,2017,Trump (1st),Data Security; Privacy / Deceptive Privacy Practices,both,Misrepresentations Regarding Network Security; Misrepresentations Regarding User Profiles; Misrepresentations Regarding the Terms and Conditions for Deleting Profiles; Misrepresentations Regarding Data Security Seal; Unfair Security Practices,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 13(b) of the Federal Trade Commission Act, 15 U.S.C. § 53(b)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3284-ashley-madison,"09.17, Ashley Madison.json",11,48,20.0,"Ashley Madison used fake female profiles to lure users into paid memberships, falsely advertised a nonexistent security award, and charged for a deletion service that did not work.",Section 5 Only,Data Security; Deceptive Design / Dark Patterns,Technology; Social Media,Prohibition; Comprehensive Security Program; Third-Party Assessment; Monetary Penalty; Consumer Redress; Order Administration; Compliance Monitoring; Recordkeeping,"{""Section 5 Only"": 11}"
11.17_decusoft,C-4630,"Decusoft, LLC",2017-11-15,2017,Trump (1st),Privacy / Deceptive Privacy Practices,deceptive,False Privacy Shield Certification Claim,Section 5(a) of the Federal Trade Commission Act,"Maureen K. Ohlhausen, Acting Chairman; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/172-3173-decusoft-llc-matter,"11.17, Decusoft.json",6,18,20.0,Decusoft falsely claimed on its website to be certified under both the EU-U.S. and Swiss-U.S. Privacy Shield Frameworks when it had never completed the certification process.,Section 5 Only,Privacy,Technology,Prohibition; Order Administration; Compliance Monitoring; Recordkeeping,"{""Section 5 Only"": 6}"
11.17_md7,C-4629,"Md7, LLC",2017-11-15,2017,Trump (1st),Privacy / Deceptive Privacy Practices,deceptive,False Claim of EU-U.S. Privacy Shield Participation,Section 5(a) of the Federal Trade Commission Act,"Maureen K. Ohlhausen, Acting Chairman; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/172-3172-md7-llc-matter,"11.17, Md7.json",6,18,20.0,Md7 falsely claimed in its privacy policy to be certified under the EU-U.S. Privacy Shield Framework when it had only begun but never completed the application.,Section 5 Only,Privacy,Telecom,Prohibition; Order Administration; Compliance Monitoring; Recordkeeping,"{""Section 5 Only"": 6}"
11.17_taxslayer,C-4626,"TaxSlayer, LLC",2017-11-15,2017,Trump (1st),Data Security; Privacy / Deceptive Privacy Practices; Gramm-Leach-Bliley,both,Violations of the Privacy Rule and Reg. P; Violations of the Safeguards Rule,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); the Privacy of Consumer Financial Information Rule, 16 C.F.R. Part 313; the Standards for Safeguarding Customer Information Rule, 16 C.F.R. Part 314","Maureen K. Ohlhausen, Acting Chairman; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/162-3063-taxslayer-matter,"11.17, TaxSlayer.json",7,31,20.0,"TaxSlayer, a tax preparation service handling highly sensitive financial data, lacked a written security program, performed no risk assessments, and buried its privacy notice in a license agreement.",GLBA,Data Security; Privacy,Financial Services,Prohibition; Third-Party Assessment; Order Administration; Compliance Monitoring; Recordkeeping,"{""GLBA"": 7}"
11.17_tru_communication,C-4628,"Tru Communication, Inc.",2017-11-15,2017,Trump (1st),Privacy / Deceptive Privacy Practices,deceptive,False Representation of EU-U.S. Privacy Shield Participation,Section 5(a) of the Federal Trade Commission Act,"Maureen K. Ohlhausen, Acting Chairman; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/172-3171-tru-communication-inc-matter,"11.17, Tru Communication.json",6,18,20.0,Tru Communication falsely claimed its website would remain compliant with the EU-U.S. Privacy Shield Framework when it had never completed the certification process.,Section 5 Only,Privacy,Other,Prohibition; Order Administration; Compliance Monitoring; Recordkeeping,"{""Section 5 Only"": 6}"
01.18_jerk_dba_jerk.com,9361,"Jerk, LLC",2018-01-15,2018,Trump (1st),Other,deceptive,Misrepresentation of Content Source; Misrepresentation of Membership Benefits,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Maureen K. Ohlhausen, Acting Chairman; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3141-jerk-llc-dba-jerkcom-matter,"01.18, Jerk, dba Jerk.com.json",2,4,5.0,Jerk.com misrepresented that profile content was created by users and that paid memberships would provide meaningful dispute rights.,Section 5 Only,Deceptive Design / Dark Patterns,Social Media,Compliance Monitoring; Other,"{""Section 5 Only"": 2}"
01.18_lenovo,C-4636,Lenovo (United States) Inc.,2018-01-15,2018,Trump (1st),Data Security; Privacy / Deceptive Privacy Practices,deceptive,Deceptive Failure to Disclose; Unfair Preinstallation of Man-in-the-Middle Software; Unfair Security Practices,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Maureen K. Ohlhausen, Acting Chairman; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3134-lenovo-inc,"01.18, Lenovo.json",9,32,20.0,Lenovo preinstalled man-in-the-middle adware on consumer laptops that intercepted encrypted web traffic and created serious security vulnerabilities without adequate disclosure.,Section 5 Only,Data Security; Surveillance,Technology,Prohibition; Comprehensive Security Program; Third-Party Assessment; Order Administration; Compliance Monitoring; Recordkeeping,"{""Section 5 Only"": 9}"
01.18_vtech_electronics_limited,1:18-cv-00114,"VTech Electronics Limited and VTech Electronics North America, LLC",2018-01-15,2018,Trump (1st),COPPA / Children's Privacy; Data Security; Privacy / Deceptive Privacy Practices,both,COPPA Rule Violations (Kid Connect); False Encryption Representation (FTC Act Section 5),Section 5(a) of the Federal Trade Commission Act (15 U.S.C. § 45(a)); Sections 1303(c) and 1306(d) of the Children's Online Privacy Protection Act (15 U.S.C. §§ 6502(c) and 6505(d)); Children's Online Privacy Protection Rule (16 C.F.R. Part 312),,https://www.ftc.gov/legal-library/browse/cases-proceedings/162-3032-vtech-electronics-limited,"01.18, VTech Electronics Limited.json",11,36,20.0,"VTech collected children's personal data through its online services without parental consent, maintained inadequate security, and falsely claimed personal information was encrypted during transmission.",COPPA,Privacy; Data Security,Technology; Education,Prohibition; Monetary Penalty; Consumer Redress; Comprehensive Security Program; Third-Party Assessment; Order Administration; Compliance Monitoring; Recordkeeping,"{""COPPA"": 11}"
02.18_prime_sites,2:18-cv-199,"Prime Sites, Inc.",2018-02-15,2018,Trump (1st),COPPA / Children's Privacy; Privacy / Deceptive Privacy Practices; Telemarketing / Do-Not-Call,deceptive,"COPPA Rule Violations — Failure to Provide Notice, Direct Notice to Parents, and Obtain Verifiable Parental Consent; False Representation of Not Collecting Children's Personal Information; False Representations Regarding Casting Opportunities to Sell Pro Memberships","Sections 5(a)(1), 5(m)(1)(A), 13(b), and 16(a) of the Federal Trade Commission Act, 15 U.S.C. §§ 45(a)(1), 45(m)(1)(A), 53(b), and 56(a); Sections 1303(c) and 1306(d) of the Children's Online Privacy Protection Act of 1998, 15 U.S.C. §§ 6502(c) and 6505(d); and the Children's Online Privacy Protection Rule, 16 C.F.R. Part 312",,https://www.ftc.gov/legal-library/browse/cases-proceedings/162-3218-prime-sites-inc-explore-talent,"02.18, Prime Sites.json",8,36,20.0,"Explore Talent collected personal information from over 100,000 children without parental consent and used false promises of casting opportunities to sell paid memberships.",COPPA,Privacy,Technology,Prohibition; Data Deletion; Monetary Penalty; Order Administration; Compliance Monitoring; Recordkeeping,"{""COPPA"": 8}"
02.18_sears_holdings_management_corporation,C-4264,Sears Holdings Management Corporation,2018-02-15,2018,Trump (1st),Privacy / Deceptive Privacy Practices,deceptive,Deceptive Failure to Disclose Scope of Tracking Software,Section 5(a) of the Federal Trade Commission Act,"Jon Leibowitz, Chairman; Pamela Jones Harbour; William E. Kovacic; J. Thomas Rosch",https://www.ftc.gov/legal-library/browse/cases-proceedings/082-3099-c-4264-sears-holdings-management-corporation-corporation-matter,"02.18, Sears Holdings Management Corporation.json",2,2,,Sears secretly installed software on consumers' computers that tracked nearly all internet activity — including financial and health data from secure sessions — while describing it as simple 'online browsing' research.,Section 5 Only,Surveillance,Retail,Order Administration; Recordkeeping,"{""Section 5 Only"": 2}"
05.18_paypal,C-4651,"PayPal, Inc.",2018-05-15,2018,Trump (1st),Data Security; Privacy / Deceptive Privacy Practices; Gramm-Leach-Bliley,deceptive,Deceptive Fund Transfer Representations; Deceptive Default Audience Privacy Setting; Deceptive Individual Audience Privacy Setting; False Bank-Grade Security Claim; Violation of Privacy Rule and Reg. P; Violation of the Safeguards Rule,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); the Privacy of Consumer Financial Information Rule (Reg. P), 16 C.F.R. Part 313; and the Standards for Safeguarding Customer Information Rule (Safeguards Rule), 16 C.F.R. Part 314","Joseph J. Simons, Chairman; Maureen K. Ohlhausen; Noah Joshua Phillips; Rohit Chopra; Rebecca Kelly Slaughter",https://www.ftc.gov/legal-library/browse/cases-proceedings/162-3102-paypal-inc-matter,"05.18, PayPal.json",10,30,20.0,"Venmo misled consumers about fund availability, privacy settings that did not work as described, and its bank-grade security claim while also violating Gramm-Leach-Bliley rules.",GLBA,Privacy; Data Security; Financial Practices,Financial Services; Technology,Prohibition; Consumer Notification; Third-Party Assessment; Order Administration; Compliance Monitoring; Recordkeeping,"{""GLBA"": 10}"
09.18_apartment_hunters_et_al.,8:18-CV-01636,"Apartment Hunters, Inc.",2018-09-15,2018,Trump (1st),Other,deceptive,False or Misleading Representations About Listing Accuracy and Availability; False or Misleading Representations About Speed of Finding Housing; False or Misleading Representations About Exclusive Listings Not Found on Free Websites,"Section 13(b) of the Federal Trade Commission Act, 15 U.S.C. § 53(b), and Section 5(a) of the FTC Act, 15 U.S.C. § 45(a)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/172-3007-apartment-hunters-inc-et-al-wetakesection8com,"09.18, Apartment Hunters et al..json",8,23,20.0,"Apartment Hunters charged fees for access to rental listings that were mostly inaccurate, unavailable, or identical to what was available for free online.",Section 5 Only,Other,Other,Prohibition; Monetary Penalty; Order Administration; Compliance Monitoring; Recordkeeping,"{""Section 5 Only"": 8}"
09.18_blu_products_and_samuel_ohev-zion,C-4657,"BLU PRODUCTS, INC.",2018-09-15,2018,Trump (1st),Data Security; Privacy / Deceptive Privacy Practices; Location / Geolocation Data,both,Deceptive Representation Regarding Disclosure of Personal Information; Deceptive Representation Regarding Data Security Practices,Federal Trade Commission Act,"Joseph J. Simons, Chairman; Maureen K. Ohlhausen; Noah Joshua Phillips; Rohit Chopra; Rebecca Kelly Slaughter",https://www.ftc.gov/legal-library/browse/cases-proceedings/172-3025-blu-products-samuel-ohev-zion-matter,"09.18, BLU Products and Samuel Ohev-Zion.json",9,41,20.0,"BLU Products sold smartphones with preinstalled software that secretly transmitted users' text messages, location data, and contact lists to servers in China.",Section 5 Only,Privacy; Data Security,Technology,Prohibition; Comprehensive Security Program; Third-Party Assessment; Order Administration; Compliance Monitoring; Recordkeeping,"{""Section 5 Only"": 9}"
